MacroScore_1,MacroScore_2,MacroScore_3,MacroScore_4,realized_next_return
-1.0637877391082002,0.748326351254875,0.7282315088446005,0.6631840590212563,-0.0036894234439697527
-1.0324617557578806,-0.9548076748240513,0.8235357608115099,1.7737655097789176,0.0053399714857862764
0.1510413594530526,-0.7814458001276146,-0.5994112328602252,0.2748214662524192,-0.0014569293771807897
0.7629879211821896,0.34367223564127536,-1.2834384747189644,0.06130453147716781,0.003126133761918051
-0.020537959838754994,0.24072433355054268,0.09503812645586199,-0.32314979098927954,0.017342389779686298
-0.14355473293149443,-0.3926317701320793,0.815608916380926,-0.6174534392407385,0.015512258989038036
1.2719453789732358,-0.2824265936214414,-0.9973108797976148,0.6150446947023337,0.0018851919650158698
-1.2277934670221207,-0.656803493988516,-1.5967390201601224,0.5097963883974951,0.018399337039459167
-0.8409949146750425,-0.8075253926788294,-1.1689964167143865,-0.2603884722569093,0.014039313682119761
0.4738760394378362,-0.6636332482947521,-1.7071833411947723,-1.107791413429082,0.013034295983600112
-1.5315233431032331,-0.6918706734180973,0.7209561573790718,-0.3069516176171332,-0.0031360079994278236
0.3846824236211792,-0.7113706665420119,-0.1475295408072676,0.12778736222089973,0.0006143801843651799
1.2741657396765411,-1.7715304716292044,0.09076651171096643,0.07712317473543943,-0.006986219083441497
-1.1796726407278033,0.9641268107712311,1.0716962182567351,-0.10317284474022326,0.005909593546774211
-0.8738925873247679,0.21699313228203698,-1.3369680357749754,-0.3318321654932297,0.02328299769414202
-2.5971281093033483,-1.224819174534339,-1.16514731822687,-0.7563636051277837,0.02788420634728596
1.187665816808488,-0.9368782366106516,-2.135851651577593,-2.4872203057116016,0.0014295367405884943
1.1204048726981313,-1.283045731015874,-0.24638450401059392,1.1377515807449425,-0.019282380036141644
1.0951892768438762,-1.660816196825652,0.2878706802148996,1.828645959654958,0.0053504476873892735
-0.18143856404089598,-1.2659934921099742,-0.4384780535142935,-1.9697465297799637,0.038208197209919935
-0.6276858480022973,0.08884258129213568,-0.01656673125885886,0.49479057947091004,-0.011260093215101406
-0.3262467687533935,0.3652463791126899,-1.5801342034276142,-0.9482321156275064,0.01037176269394652
0.7658091059272498,-0.863183159670826,2.6148035456880203,0.670444724429645,-0.00932409785578489
0.1912205252859007,-0.23383986670955903,-0.5296568941464056,-0.9716389104001225,-0.020407561244982306
-0.7147795633331159,-2.0987513653979817,0.3334309112052024,-0.5276836703885789,0.004050703072956582
-0.43874470136173627,-1.3205340104625118,0.8862947371233134,-0.6640981417581053,0.005684055218971344
0.07882856534647908,0.8363780956307952,0.9794061507785653,-0.03226697569643635,-0.0032490570916794215
-1.1874412703388222,0.19328173656887196,-0.8659454417019797,0.13883654405656193,0.021167084572687525
0.5416120503856389,-0.6270532383172086,-0.1971093172577596,0.7410160772838432,0.0033824192415050757
-1.1337310544857693,-0.9555939199387992,-0.9221481599641213,-2.3972450490895665,0.01367591312714899
1.6244853011587668,-1.0510655088925323,0.01788882742724141,-1.2030800037146383,0.014309228778192074
-0.5432813893040459,-0.5959921782594876,-0.36100479496101207,-0.5013519186604448,0.002837884637744493
0.7934494405976776,0.5070838985236577,-1.0002744568405606,1.6614151279941853,-0.006040427972858349
1.3426809922212752,-0.23599754734824513,1.9611851501219197,-1.5580816378905011,-0.003123719591899419
-1.9480932380725828,-1.142427171476724,0.650524133034154,-1.2519533601083066,0.010956852093231726
-0.12417027733442336,0.2550176674406816,0.6361767176287894,-1.0638511594294149,0.007205586528196803
0.7486745670502714,1.2365193288904128,0.33236996914706224,-0.013314527086422312,0.013185899633277787
0.5799906116163459,0.7544339944677966,1.4262967436615275,-1.0545780441246142,-0.002278515070299186
0.07755517152349076,0.1327929824712844,-0.7166843044908908,-2.5947452089697354,0.007271651090564776
-0.8327608596698028,-2.0626379174768434,0.6203488701496926,-1.3876863412296527,-0.000725234551222957
0.30522144309723503,-0.012284344263855157,-0.9818016993471619,1.1024085677498385,0.010851916218985968
