date,STOCK_01,STOCK_02,STOCK_03,STOCK_04,STOCK_05,STOCK_06,STOCK_07,STOCK_08,STOCK_09,STOCK_10,STOCK_11,STOCK_12,STOCK_13,STOCK_14,STOCK_15,STOCK_16,STOCK_17,STOCK_18,STOCK_19,STOCK_20
2019-01-02,-0.011812665457415163,-0.011937187556976208,-0.022167333240046983,-0.021177895337868114,-0.026589007179806334,0.021212595074025835,0.005789448396365909,0.006791757810547589,0.022425163289767205,0.017499986534117353,0.00018957882942585128,-0.002865004961581467,-0.0026712687400310547,-0.0018668211134775141,0.000458033480568284,-0.021252118394401238,-0.0009765012968696255,-0.02435315800081624,-0.0044397121490025735,-0.015426887155477126
2019-01-03,0.010708163435868698,0.010689238989316029,0.008831164357677277,0.009065726518253244,0.01179507995957157,0.0080392657418114,-0.0192759555861132,-0.01512586633227361,0.0012726599911733717,-0.014496464113912779,0.003239927225390602,0.006126615310450251,0.008620150736832302,0.009240117090768716,0.008581995783713164,0.0009563430865328379,-0.001743889031962893,0.00613714235970958,0.01063927559166589,0.011017367366379774
2019-01-04,0.017186293427178555,0.016832509487517227,0.022828130689270865,0.012388101916442806,0.014392725105810557,0.011994779407318851,0.03926761779240304,0.01780981143307196,0.024378287505224524,0.023688774141461224,0.013830938927845544,0.014374713581063625,0.012702652206264715,0.01613578725519406,0.014846750308069536,-0.023747515649551094,-0.017907838778471415,-0.01467673832494482,-0.019668639471299217,-0.02628392620580979
2019-01-07,0.01215093730741896,0.0122584369156041,0.014964440372865139,0.0097345807488249,0.0094300424862914,-0.004060136272551185,-0.006852523489785548,-0.01800382044091878,-0.007299636032926261,-0.007958739867699717,0.0034498988645686288,0.0014887484212208583,0.009297680193725294,0.005774076028503854,-0.0010113247285058304,-0.0009776259846077755,-0.015635117520957583,-0.01631425339370514,0.0022986511925004874,-0.005425472085527489
2019-01-08,0.005179219470859714,0.005014796441960733,0.008866614255052647,0.004061587256760693,0.013244840408384726,-0.011544265494077062,-0.016680190852355142,-0.022874728064858876,-0.012839481092121872,-0.020862825761804444,0.009721336068235309,-0.0017182978264842566,0.007695275250957646,0.003470412577020855,-0.001802568085190651,0.01163982493883869,0.005984994979414128,0.0010158511096232143,0.012989915425010847,0.009190336066242286
2019-01-09,0.006415326401255807,0.007044475897109144,0.0007802336371926145,-0.006826164687458743,-0.009156411495277138,-0.0037613263624666354,-0.01085876325588583,-0.019405222171073523,-0.012877061478596779,-0.01804042921433274,-0.024235877104665,-0.0255635712781564,-0.01929259186860686,-0.01809923551203567,-0.026176628674453684,-0.01790375665224064,-0.028990291633676446,-0.03079361295245469,-0.01581916716862991,-0.024378818611255095
2019-01-10,0.00630870263900659,0.0062536981749036725,0.012962545737751506,0.008165595259531224,0.004673881403437652,0.004948136376996175,0.0018957009558041844,0.001404153470846273,0.00304018833786078,0.0007465686121129295,0.00711106402232694,0.0006396437347857939,0.009940681840561879,0.005897667161972711,0.0008760140198521566,0.006374347050878879,0.025748537752000738,0.016283028627816123,0.0211006888248143,0.014934779928486163
2019-01-11,0.008768836393824737,0.008828599603273094,0.008903814685698033,0.010075779414841245,0.015233589118446675,0.028870417599085336,0.005247855332825296,0.0011873608031295866,0.009458354730303088,0.025138072073317284,-0.004281054161269644,-0.0019551478217755083,-0.008736729435664862,-0.009928654866178523,-0.004972228737681486,-0.005277213857226857,-0.014880900438231998,0.002813251370297727,-0.004169053470507262,-0.0058505801365229355
2019-01-14,0.003018884554693535,0.003244449551540958,0.0013862637225891383,0.0063652252106468936,0.01708814922679873,-0.021399565543225443,0.0012692744961611063,-0.008498332482528868,0.009837747842767424,-0.00618233147924108,-0.004427570597468624,0.0008690492352233055,0.001320626907832576,-0.006291892255698179,-0.002212362272287969,-0.002426467312191406,-0.016941188504110822,-0.014479930302162968,0.00149760527230179,-0.0030907326686054866
2019-01-15,-0.020117032544083636,-0.019973460643129,-0.02002160124106109,-0.020126050955878824,-0.015716428874576666,-0.009438046999031374,-0.026143725206439296,-0.02848102083338759,-0.03101123810865051,-0.01752178790583834,-0.00913000408150084,-0.01468827021574312,-0.011676306981654434,-0.00739682993029947,-0.006375588785425228,-0.0020465705593780232,-0.006808200814242306,-0.0039029738853045568,-0.007969561673833208,0.004329106230116824
