date,return,latent_audit,price,return_pct,vol20_annual_pct
2017-01-27,-0.006909013143938521,0,100.41958086989631,-0.6909013143938522,5.35645945377331
2017-01-30,0.002366363341854223,0,100.65721008487121,0.23663633418542232,5.408660577081113
2017-01-31,-0.0005322147997002462,0,100.6036388279675,-0.05322147997002462,5.334014788293067
2017-02-01,0.0027772699111323815,0,100.88304228703484,0.2777269911132382,5.385145701924198
2017-02-02,-0.0010563536274142665,0,100.77647411937033,-0.10563536274142665,5.0586256720180875
2017-02-03,0.002061523324846093,0,100.98422717136314,0.20615233248460932,4.949780108245236
2017-02-06,-0.001751470513806643,0,100.80735627511295,-0.1751470513806643,4.624959107255575
2017-02-07,-0.0026727054618752655,0,100.53792790339924,-0.26727054618752655,4.796198247765872
2017-02-08,-0.0011218364533220058,0,100.42514079093574,-0.11218364533220057,4.7257878628735845
2017-02-09,0.0012168254666394323,0,100.547340659741,0.12168254666394324,4.607891281014957
2017-02-10,0.0029246591144288965,0,100.8414073560331,0.29246591144288964,4.673606094427636
2017-02-13,2.7673848022120435e-05,1,100.84419802581462,0.0027673848022120437,4.454276587953072
2017-02-14,0.0041300239781878155,1,101.26068698172234,0.41300239781878156,4.627285616764704
2017-02-15,0.00734080792639877,1,102.00402223535036,0.734080792639877,5.185885447251058
2017-02-16,-0.0037451574625483905,2,101.62200111026569,-0.374515746254839,5.059339074037537
2017-02-17,0.015360160855415101,2,103.18293139376853,1.5360160855415101,7.267973227675445
2017-02-20,-0.0027845124253409632,2,102.89561723921948,-0.2784512425340963,7.396536502057134
2017-02-21,0.01296121142736452,1,104.22926908920618,1.296121142736452,8.450948434731984
2017-02-22,0.003535857431476032,1,104.59780892489256,0.35358574314760316,8.463592747123583
2017-02-23,-0.004258379347741691,1,104.15239177554778,-0.4258379347741691,8.701503433324728
2017-02-24,0.0021355358718170543,1,104.37481294432001,0.21355358718170545,8.115674490200792
2017-02-27,0.0009768239189471102,1,104.47676875813966,0.09768239189471102,8.121109871131877
2017-02-28,0.0006399617215860858,1,104.54362989093984,0.06399617215860857,8.08558353591872
2017-03-01,0.013654867504213073,1,105.97115930551011,1.3654867504213073,9.094825835732038
2017-03-02,-0.013261145013878688,1,104.5658603946709,-1.3261145013878688,10.626822047479227
2017-03-03,0.005209457786473568,1,105.11059183030325,0.5209457786473568,10.692945941572631
2017-03-06,-0.010357789785871202,1,104.02187841585646,-1.0357789785871203,11.501970983447068
2017-03-07,0.004966893710464234,1,104.53854402951086,0.4966893710464234,11.445495224114321
2017-03-08,-0.0006663597482861105,1,104.46888375162516,-0.06663597482861106,11.430267867682362
2017-03-09,0.007095340585901004,1,105.21012606247184,0.7095340585901004,11.566476289761063
2017-03-10,0.002048411280006412,1,105.4256396714691,0.20484112800064122,11.564324396347878
2017-03-13,-0.007601930404049869,1,104.62420129588415,-0.7601930404049869,12.065107063652961
2017-03-14,0.0011889272558490184,1,104.74859186042625,0.11889272558490184,12.037140315903612
2017-03-15,0.0015507121584527731,1,104.91102677540502,0.1550712158452773,11.852717969139508
2017-03-16,0.001501865787625817,1,105.06858905726371,0.1501865787625817,11.693992375206228
2017-03-17,0.0053309780366688295,1,105.62870739787175,0.533097803666883,10.633350401124426
2017-03-20,-0.0022942817201865567,1,105.38636538536188,-0.22942817201865567,10.61042608998644
2017-03-21,0.011666182830640946,1,106.61582199180427,1.1666182830640945,10.428726500726738
2017-03-22,0.005897170723144715,1,107.24455369587835,0.5897170723144716,10.533440837322903
