date,Level,Slope,Curvature
2020-01-03,-2.3566605977347286,1.3970689881641096,0.4112474734621513
2020-01-06,6.818600079686348,-0.24191706525381573,-0.735812307600691
2020-01-07,2.7357652098364347,2.2009064362276183,-1.0771772050919897
2020-01-08,7.8398569432198135,-2.900343651709543,-0.7444520665928158
2020-01-09,1.1715374367059057,-0.19445080588874492,1.2243675572728019
2020-01-10,3.6173064680290565,-0.16556760758226083,0.6227428019192697
2020-01-13,-1.9818074320951575,-2.913130167586824,-0.5225249141195629
2020-01-14,-2.7817737675796947,0.7684896113539579,-0.4977248635204376
2020-01-15,-6.663624033491688,-0.9810078935803587,-0.38028462539428737
2020-01-16,0.3649848241598006,-0.17528799641235288,0.7285728548802404
2020-01-17,-1.3762568314045343,-1.9142607438169144,1.3379865654167178
2020-01-20,-3.024058500576018,0.9652267424704694,-0.85951557939732
2020-01-21,-4.923123709541492,-3.955562933855953,0.1185063712654276
2020-01-22,-2.0766824251559,-2.2621967001035586,0.14021182101766508
2020-01-23,6.015599964741861,3.887969499330967,0.20457775096123867
2020-01-24,-13.462439697277029,3.0142013821887965,-0.7257104894031245
2020-01-27,-6.349670850984097,-1.795192687681669,-0.19777761143095296
2020-01-28,-0.4720204896786213,1.1136382439400656,-2.657788335063247
2020-01-29,-5.458622924668003,0.4679155459383165,-0.7445637718629232
2020-01-30,4.300125680702723,0.5024678456186566,-1.238802250999746
2020-01-31,-5.962140198553933,-2.4189306388214025,1.2176833932954367
2020-02-03,4.818672982771932,3.0458003972886374,-0.61829205312176
2020-02-04,-2.598720801882278,-1.3932018770712729,-1.306035204963821
2020-02-05,1.833066245109413,-0.4129657968032139,-0.38485000254040735
2020-02-06,1.2453932491806752,-3.4125731611588748,-0.7059839000202514
2020-02-07,4.783338923172406,-1.0439895857574422,-0.636035586087075
2020-02-10,-0.4195460686235439,-2.6913067724938977,0.32194912826043326
2020-02-11,10.93129404925737,4.569287987409084,0.4648270134344923
2020-02-12,-4.394543856636361,-1.5783383969607983,-0.8501104673294605
2020-02-13,-15.81468165404006,-2.8843241266806943,-0.5177522716319012
2020-02-14,-0.40592043970701414,-1.7826374714332074,0.37426304617605183
2020-02-17,5.855629770428294,2.354885012174343,-1.9409758739409955
2020-02-18,-2.7567244519475347,1.800470342702055,0.23472193887588633
2020-02-19,-8.147466287545589,-1.3207051076167045,-0.15435311298863155
2020-02-20,1.0825717849775716,-0.7306627195300501,-0.47023828944889806
2020-02-21,-4.978100391838885,1.1761618918735661,0.16444028755351164
2020-02-24,3.1885213236696592,-0.3336564244486886,0.927570226788353
2020-02-25,-11.937210185730518,-1.5653278463677844,0.2326758594765389
2020-02-26,5.535146286103838,-1.6099503746469712,0.027895044900001845
2020-02-27,-0.06102031451108656,1.4019205485493682,0.19566711439243986
2020-02-28,-2.8025108783331922,2.5146630916591604,1.0800600227971398
2020-03-02,2.249057232069192,-1.1478872115101493,-0.8538196807254574
2020-03-03,6.61710024720611,3.550226952585383,-2.0367087102190884
2020-03-04,10.062069083648563,0.01712188151702052,1.6687610951735674
2020-03-05,-0.6823196426494111,3.416734829281003,-0.8430852366910788
2020-03-06,7.988311477264177,-1.5704836720676416,0.20991926477832618
2020-03-09,3.807019073387432,1.2802454302164559,0.6820144081079023
2020-03-10,1.379142887305192,-0.7533896271145999,-0.4117328924656051
2020-03-11,5.8519788447017875,-0.1233916101565743,0.7497623417365603
2020-03-12,2.742054872793754,2.075289885018236,0.20468026667341174
2020-03-13,0.5931553748077827,0.1334193156719835,-0.3191918233631771
2020-03-16,-2.907891229735188,1.4813488637392085,-0.3150246804073386
2020-03-17,-6.325258640536245,0.13874184956257626,-0.2009977910441556
2020-03-18,5.002587656361872,4.835992047154934,-0.9049100834335345
2020-03-19,-1.6594271430088605,2.109034956969395,-1.1061986282181269
2020-03-20,-0.6365585406411509,-0.9232848702327514,0.4698111285861745
2020-03-23,1.5024944382947896,-0.7703211841535335,1.0692189234938965
2020-03-24,4.12087004445583,3.7710855546800444,-0.7241688655627909
2020-03-25,4.892219881456447,0.5002944406826703,0.08771026244114336
2020-03-26,1.1372894804630254,-2.713478719120269,0.7703933609005688
2020-03-27,-6.414398125465066,-0.03567411794933131,-0.7833949707133939
2020-03-30,-4.334974458457121,1.0763691600615077,-0.41610029037123825
2020-03-31,4.932486823716941,-1.304932589677062,1.3734077757036514
2020-04-01,0.7432564566128697,-1.8601555366065714,2.5797128629163306
2020-04-02,4.419241501115262,-0.5386068215781559,1.6145372669097997
2020-04-03,-10.73250840440082,0.4205194662748211,-1.3732749161556326
2020-04-06,-3.5961196603475187,-0.8729643448813558,0.2658903438922613
2020-04-07,-0.28176671991223645,-0.14185045703377103,-0.323560385093546
2020-04-08,12.93925121654279,2.9854090806744016,0.8636228846786695
2020-04-09,-7.6472006477229355,0.28861339881280257,-1.3893544620579206
2020-04-10,-2.4523138241617026,1.0305179659938404,0.15951813069028822
2020-04-13,2.7055414751035216,1.790878040889679,-1.5801286946570863
2020-04-14,-1.8097306324562066,1.6892286945722244,0.9939062630484767
2020-04-15,-2.9261549711257775,0.46902184746804904,0.9921910554912728
2020-04-16,2.304455573943051,0.14773606320315535,-1.6080460164224726
2020-04-17,-6.622181895486356,-0.5524696919139856,-1.241311398954318
2020-04-20,-3.4348725005211542,0.7276978879346121,-0.42343271878049554
2020-04-21,-3.262917078668481,-0.9476416922022805,-0.32728583452160814
2020-04-22,-1.248316037762476,0.44354920093633815,0.18893463178520886
2020-04-23,-1.4490251841190784,0.19909763665709457,-0.940478663264235
2020-04-24,-3.908001807828597,-1.6979670296623812,-2.0054716146320333
2020-04-27,0.4156482002888955,-0.5613384618172482,0.4602664795761356
2020-04-28,2.050361385356007,0.6512447339006032,0.5251247461726971
2020-04-29,0.07775231354390202,2.556616258667149,0.15955778071554055
2020-04-30,0.2002530928784848,-1.1052601964550486,1.4298503450792468
2020-05-01,4.923029298619118,4.325292551762577,-0.35974506391416355
2020-05-04,3.7356170807487894,-0.10693524800610307,-0.33607885868888826
2020-05-05,0.020825763919981602,-1.9171653340210368,0.6488336385777057
2020-05-06,-4.59885963906941,-0.05799268574351063,0.8076590277580235
2020-05-07,-1.2520681587439941,-0.2578946994793586,1.1492166687455052
2020-05-08,-0.23115954971921002,-0.5552192623916538,0.06356505373726565
2020-05-11,2.1037048579934083,3.3212898816682737,0.2187500563217634
2020-05-12,1.623680784889934,0.7378908460846871,-0.0801771678582601
2020-05-13,10.41629379486293,0.5546584644575354,-0.12631845667053737
2020-05-14,6.727747929347799,2.797310836329208,0.09591751374811566
2020-05-15,5.184024872028283,-1.5272103447585128,0.26101925771646506
2020-05-18,-3.816590414524687,2.2140737855388206,0.448043935102864
2020-05-19,3.032739787823379,-1.9869242608162665,0.9209330931870655
2020-05-20,-10.968215173706508,3.1039429590631333,0.4620847407956065
2020-05-21,-1.8915412534018616,-0.6984393890274595,-0.7749519053375883
2020-05-22,-4.6780352438784405,-2.165222327470512,1.0440107696656753
2020-05-25,4.447823545477477,1.8728991458859334,0.44822331527974085
2020-05-26,-3.4932829283487616,-2.140228515453039,-0.5998783528237013
2020-05-27,3.85907003478759,0.556400591686147,-1.2400020977318733
2020-05-28,-3.6584594262410195,-0.6338588277332708,-0.7719958769129086
2020-05-29,0.19591809319235207,2.170206239448645,-0.24947420625734948
2020-06-01,4.229285269616785,-0.27446873509421216,-1.0016032995386037
2020-06-02,-4.571699763954363,-1.1289345629251144,0.2195336998371163
2020-06-03,-1.282914808718455,-4.298834002289188,0.03671209227442541
2020-06-04,7.020475697659239,-1.8240778974842435,-0.2979592063995081
2020-06-05,-4.682622939659525,-3.4515254120979098,-0.36987410307069046
2020-06-08,2.2450087867807293,-0.7031478339356856,-1.3646555005499026
2020-06-09,-2.375582319251984,-2.312625691530215,-0.7339628497462575
2020-06-10,-2.119712952168641,-0.10445602524198948,-0.7251067577781417
2020-06-11,-8.186213836969678,-1.3409881426124792,0.5701673593949962
2020-06-12,4.279601480863847,0.6943587641816109,0.07336303191418167
2020-06-15,2.4264592532948988,-0.3461533540960387,-0.9709815155082051
2020-06-16,4.19106858883351,3.7277645648540174,-1.206849985376088
2020-06-17,-2.130118892194352,0.008305164348322708,-0.3449016916440507
2020-06-18,-4.7946685235367905,-0.3336417330650805,-0.5627391750023641
2020-06-19,3.2192741826973195,1.4638555982752055,-0.6363585386810791
2020-06-22,-1.6243761455652073,-0.5159041489756395,-1.3450546723480952
2020-06-23,0.02741516298061791,3.4040495016646553,0.8789201415760963
2020-06-24,3.3518482507050305,-0.5197836825732275,1.3638165741379615
2020-06-25,-0.05087804545165836,-2.5293351262525117,0.8738041716828486
2020-06-26,1.3722233737765872,0.5635138208117508,0.04328804801690669
2020-06-29,-3.6829687981108568,2.087157295837081,0.7937090392193255
2020-06-30,2.6390671819245437,-1.6413939677260594,-0.8935577730012408
2020-07-01,-3.0772528285222815,-2.3147834241322496,0.5828810325879269
2020-07-02,-1.598239682628868,0.8809050012338385,0.4214577116599125
2020-07-03,-1.262422631186216,1.3514385294968856,-1.5894479141274944
2020-07-06,1.2184162920228754,-0.5404057065549859,0.5938559055977652
2020-07-07,3.281365430521363,1.506101457101222,-0.14474981939648107
2020-07-08,2.2785366954022734,-0.12121096296693133,1.1773137853948223
2020-07-09,-3.8437274977449607,0.8709882932759584,1.031523125891783
2020-07-10,-3.1118715221194204,-1.537113508678438,-2.790702112476126
2020-07-13,-4.550448548558549,1.2341602264812406,0.9525456825229547
2020-07-14,-6.087249146443816,-0.13046300936153613,0.8528165714577592
2020-07-15,7.553278777015086,2.10851352639122,-0.8442654126587664
2020-07-16,-7.607523931723001,-2.1344735595063793,1.5795445350312491
2020-07-17,-0.7951442767429346,-0.15174404726355809,1.5259013931919814
2020-07-20,-5.828037883578214,2.9326565869536023,-0.8387305756414568
2020-07-21,0.5440501571497994,2.7846687733964774,-1.5383727048620268
2020-07-22,1.8490135351285948,-0.15879315013548412,-1.8425485985770094
2020-07-23,-12.225282211781735,0.33874475199592946,-0.3439533604496565
