date,3M,1Y,3Y,5Y,10Y,30Y
2020-01-02,2.3,2.4,2.6,2.8,3.0,3.2
2020-01-03,2.2811905875637413,2.3846831710038847,2.5910888701428414,2.7950200122604465,2.995843765235504,3.1967146273070903
2020-01-06,2.313470702233784,2.4176179682054384,2.6146042932167997,2.8187045251094327,3.0223622211746686,3.226385402892036
2020-01-07,2.3190009302988637,2.420664324824922,2.6178162415572537,2.827998689505016,3.0404421358081457,3.25635209373484
2020-01-08,2.3720779670257226,2.4647940275735376,2.6505667928273664,2.853178870829527,3.060398784716971,3.274277048543773
2020-01-09,2.3726056717982753,2.4701118386071057,2.6620901813357465,2.8646357276911467,3.0650106322520196,3.2716013375552664
2020-01-10,2.3858447709434714,2.4863747905808524,2.6796577423741863,2.884253281478062,3.0777384068432396,3.2827200827530403
2020-01-13,2.3968483642280116,2.4897668280958607,2.6741162077423772,2.871009750620202,3.057557053215199,3.259798984911508
2020-01-14,2.3838774058508974,2.4761105535006083,2.6600413885386414,2.8578776140393694,3.049998598095834,3.2549673065316957
2020-01-15,2.3633741901140954,2.4527271206917463,2.636037929342895,2.825967106125406,3.018956785977303,3.2241407963245927
2020-01-16,2.3620069513839357,2.4560310117855506,2.6420503600387466,2.831789328105687,3.0185559909683795,3.2216687341279533
2020-01-17,2.3616174508710284,2.4556894295374687,2.648040656551906,2.829851852659521,3.0078727330653052,3.1970276691799087
2020-01-20,2.348156398346814,2.4404905142249644,2.6309453031034407,2.8159407857963,2.9965259083139806,3.1958530730660075
2020-01-21,2.349751443496532,2.4353888285874854,2.616901855059015,2.794439089964236,2.9602752718160303,3.151516299872597
2020-01-22,2.3533249827010336,2.4361317250250902,2.6126669645775826,2.7845492418461344,2.943938894351188,3.1281364293631055
2020-01-23,2.3566080267155987,2.446598839691902,2.632112878143821,2.8143502628041523,2.985425212682621,3.1737793450110314
2020-01-24,2.2881899318397507,2.3783553006592775,2.5737159291748153,2.7588108720518454,2.9406809067825934,3.141802009179447
2020-01-27,2.2731412453391497,2.359081617355624,2.551313775824547,2.7297139669227795,2.9082340652298604,3.105933931410872
2020-01-28,2.2776660190705935,2.3557194208698324,2.5362321155630263,2.7146700381530575,2.908941373702948,3.1241386313968897
2020-01-29,2.256260770614386,2.3325899433519575,2.509705310734582,2.691260994356969,2.8866318232490795,3.1090042987472057
2020-01-30,2.2780625836188295,2.34836307863693,2.5238716484340964,2.701567237661453,2.9041650983983254,3.1364510839572945
2020-01-31,2.2622407665646533,2.3321347804672383,2.5067398239226573,2.683931611658106,2.872917502243076,3.0900205873731834
2020-02-03,2.2698284575928738,2.339591795498849,2.5206149553547794,2.7031371961826554,2.9047233454117483,3.130541028112097
2020-02-04,2.2737144283900914,2.335400904403002,2.50557243188232,2.685067933685823,2.888857860327132,3.117394132152782
2020-02-05,2.286324115689885,2.3444850287998107,2.512866766144896,2.6909252225848794,2.8932614212896692,3.124709899911058
2020-02-06,2.3144698985946652,2.363962431277736,2.5182593214514264,2.689897384857387,2.885479621091088,3.1118825198258198
2020-02-07,2.3438635345879133,2.387918555714426,2.5378001986813787,2.7053966049789775,2.8984631460985995,3.1291343399527642
2020-02-10,2.357799596996256,2.3938088766327574,2.5421381610324683,2.704754478127422,2.8854696872040195,3.109631838409118
2020-02-11,2.3757459069786577,2.4225493046569784,2.5830832924163394,2.75584201945494,2.947922330979831,3.1792066926506517
2020-02-12,2.3702170201319763,2.412956617356399,2.5618595084156355,2.733433093738617,2.92414305178914,3.1553694343954306
2020-02-13,2.322826340307939,2.360180718570971,2.4991695775686047,2.6648814886741863,2.84861624685677,3.0760022461687804
2020-02-14,2.330346193823073,2.3646236953518587,2.5027575916944422,2.6622744410975505,2.843151218209191,3.060091194914426
2020-02-17,2.353601883709792,2.3785223846593233,2.514030372232453,2.6801000072347834,2.8752203844020743,3.107165520812553
2020-02-18,2.3316551725058163,2.3603247157596554,2.5022250144816516,2.671706165279194,2.8728617292705803,3.104661738867708
2020-02-19,2.3065205187167948,2.332013421826691,2.4702228323510482,2.637742966776985,2.8350635233325976,3.0638126556213123
2020-02-20,2.317991640800994,2.339668329297829,2.4745793133356284,2.638241759902913,2.837491933938959,3.065487168570706
2020-02-21,2.28962787130549,2.3165411555809814,2.4529438845288527,2.621093444892198,2.822329556965895,3.0511343737776624
2020-02-24,2.2999608446180533,2.33196762536871,2.4720692637323785,2.6376149952900083,2.8347956194591117,3.057323334124544
2020-02-25,2.259769651038644,2.2867884823455724,2.4271483919028896,2.5897331549673646,2.7829225959668693,2.9965269050386563
2020-02-26,2.291831315481347,2.3167880597125112,2.4526791549230706,2.6098983305131496,2.800204317845211,3.008526046399913
2020-02-27,2.2842157824667457,2.309402313774873,2.4540718210273376,2.612350239806765,2.8043002842321068,3.0163279420016362
2020-02-28,2.2533855003785535,2.2893566378779364,2.4432346111396868,2.6106431900744953,2.8040303603118457,3.014029141357322
2020-03-02,2.274725856286148,2.302955390376466,2.4494945271266886,2.61470583901625,2.8101310006333673,3.0191346062089433
2020-03-03,2.293472566746902,2.3175042281571527,2.462431429323966,2.63549818061327,2.848605582813808,3.077933941863827
2020-03-04,2.3277787112096107,2.3588979013320146,2.510830619586348,2.685589569900908,2.8910283618835804,3.1099769656257945
2020-03-05,2.3098488489040947,2.3445492104634535,2.5009215640595506,2.682345113573005,2.899110162707808,3.1330730862445915
2020-03-06,2.352078653989531,2.382646415925969,2.537831250096769,2.7135699507080018,2.9266130076946286,3.1542941856928293
2020-03-09,2.3581902927535316,2.393426142212033,2.555148795041551,2.734393924050106,2.9476758976528297,3.173734316008671
2020-03-10,2.3715634057788657,2.401306834477342,2.560010840518363,2.738903519576416,2.9492497745091737,3.176895228921659
2020-03-11,2.393690364453336,2.4262376017089484,2.5868159474602384,2.767286516430598,2.973830881677997,3.195369754835197
2020-03-12,2.392629406823542,2.431307406946281,2.595157979214723,2.782160701555409,2.994368640761136,3.217123492133113
2020-03-13,2.3971412281004763,2.433395740275538,2.594580510322634,2.78527239878384,2.9974359196341185,3.221245440122696
2020-03-16,2.3783770241204345,2.4167241953948464,2.580085138174984,2.7751402536246856,2.9884106300878326,3.221232781087718
2020-03-17,2.353441220520925,2.389060110613295,2.5549800714034157,2.748981316522916,2.9632049552176984,3.1972219454833875
2020-03-18,2.3529933552277327,2.3913086934963035,2.5645761899676063,2.770804762757297,3.001276305900869,3.251234413478125
2020-03-19,2.339798801351127,2.378018664518456,2.5504732603121703,2.7606002548281863,3.002006076463663,3.262740145448003
2020-03-20,2.341719132814931,2.3766313002643438,2.5536336825054735,2.759759927736767,2.9958418278297394,3.252211432583952
2020-03-23,2.3463785375762813,2.387166710000993,2.5671778497406206,2.7703848615720363,2.9984565463039985,3.2489271237334103
2020-03-24,2.3455835291116505,2.39164727372173,2.577646453305011,2.7855705603215957,3.029059986909363,3.292481562838004
2020-03-25,2.3634904275025144,2.4105721188488394,2.5966626622013886,2.806533636238403,3.052910134044897,3.313612883672364
2020-03-26,2.3793519640586727,2.4267645009713115,2.609305272181802,2.8120034594357803,3.0479132678217247,3.297669008618866
2020-03-27,2.356392210881352,2.4022387147418907,2.5806544548784114,2.7810202184991275,3.0225554314068495,3.274693828232455
2020-03-30,2.3355826573610425,2.3793958421959305,2.5612863871676477,2.7624995414256075,3.009273104701593,3.2653553741850097
2020-03-31,2.3577313818745984,2.4035716574378725,2.590685034001536,2.7884877482668933,3.0252521713752687,3.2703222987599925
2020-04-01,2.3576372548882656,2.4148360644811016,2.609809678787294,2.8022733472801873,3.0222166097612817,3.2494509224105865
2020-04-02,2.3720622646178664,2.4342945036917394,2.636432604537764,2.8291901309025516,3.0385675991543373,3.2559908210578157
2020-04-03,2.3317332372400172,2.390736913782898,2.584385411513655,2.781222640495174,2.995731765330682,3.221478511885233
2020-04-06,2.321605368304214,2.378336435836419,2.5722876215090027,2.7695791491971953,2.9765818455831807,3.200521003433532
2020-04-07,2.3239260700218094,2.3781756579626108,2.5683549108726127,2.767860307281611,2.976872674736293,3.1985454131813724
2020-04-08,2.3570785852678737,2.4211886883381912,2.620983229010809,2.8286465027178376,3.0401815325956623,3.265300524996865
2020-04-09,2.3311345021960244,2.388930758786859,2.58399779501117,2.7920032109260378,3.008262702804897,3.2433579607845697
2020-04-10,2.3148200121682936,2.376014245134844,2.5724014948174116,2.784512114178802,3.0045899445483935,3.237387733060534
