company_id,period,available_at,label_end,Equity,Liabilities,Current_Liabilities,Current_Assets,Revenue,Operating_Profit,Interest_Expense,Debt_Ratio,Current_Ratio,Operating_Margin,Interest_Coverage,distress_next_year,ROA,Operating_Cashflow,Cashflow_to_Debt
SYN000,0,2012-05-01,2013-05-01,50.85034052053971,26.65412607115317,8.715050482606722,15.933494299318362,79.21807049550492,7.1148187863874295,0.6501769177391737,52.41680940245997,182.8273322239272,8.981307852974211,10.9428966059383,0,9.17988226906914,8.189924948907624,30.72666846042757
SYN001,0,2012-05-01,2013-05-01,68.21067401665752,55.698227994631814,29.399326565718248,42.033239888507225,88.78436773283386,-0.10527350530222236,3.8568409921400018,81.65617595426475,142.97347864260618,-0.118572118032092,-0.027295267167291346,0,-0.08496040526017323,-2.7770160612256496,-4.985824794090932
SYN002,0,2012-05-01,2013-05-01,161.02640023945222,114.33894606066002,69.33459901137964,266.88287294158266,118.99724232783741,8.816812125662427,6.257470966362061,71.00633553916238,384.92019388152823,7.4092575199113515,1.4090056786613112,0,3.2018597271325686,13.220118673507626,11.56221841199584
SYN003,0,2012-05-01,2013-05-01,231.83685260078394,2939.5795495618354,1301.8820041809993,1317.8457541980817,1977.367392371478,139.3609866419085,205.34040575730367,1267.9518017024252,101.226205598189,7.047804428228757,0.6786827274833689,0,4.394282206110712,238.4786028229633,8.112677299667233
SYN004,0,2012-05-01,2013-05-01,471.4822924085242,1790.471848784497,727.2262569185593,799.0844699278169,2056.9220907821405,163.35369415808407,52.416889020681964,379.75378452455453,109.88113566109934,7.941656851765793,3.116432455455915,0,7.221795136479934,187.0594744140762,10.447495979401507
SYN005,0,2012-05-01,2013-05-01,192.53442521854885,227.84807623927344,132.91905506177125,127.98462019003298,323.8255693365058,-0.9652870656465045,7.911486604622715,118.34147372899133,96.28763921813535,-0.2980885875146626,-0.12201083233617348,0,-0.22962113368159626,-1.3381763448955832,-0.5873107936580971
SYN006,0,2012-05-01,2013-05-01,206.59532017502073,419.61372443873785,111.64712134474529,191.44402949858454,307.1196358911225,35.604516560612126,10.868253139862931,203.1090172242309,171.4724277641171,,3.2760109745715,0,5.68572377975996,42.1119921913479,10.035894857270357
SYN007,0,2012-05-01,2013-05-01,483.8130879047063,1340.8130329699698,656.2345703366493,1312.2436097338182,1817.084761571042,47.73435645464903,93.16524740677217,,199.96563257260817,2.6269746719673197,0.5123622572077153,0,2.6161171271496695,134.87178359550117,10.058955296455705
SYN008,0,2012-05-01,2013-05-01,86.1716469825465,68.74565093087749,43.89355113484433,38.81443446795245,129.26856507623347,2.46229745713727,2.378990434582588,79.77757573184306,88.42855832901638,1.904792132321714,1.0350178047560326,0,1.5894270622466786,-5.457407621749102,-7.938549636014686
SYN009,0,2012-05-01,2013-05-01,75.8301552240541,51.05020212930753,21.543989219057472,40.03098264305852,56.633503532789966,5.660611362311764,1.654220793722516,67.32176925982856,185.8104468769774,9.99516365614632,3.4219200869634894,0,4.461377222123492,12.998941406796506,25.463055707146584
