DebtRatio,InterestBurden,CurrentRatio,CashCoverage,LogAssets,SalesCycleScore,date,rating
117.308103468865,23.429107083628807,155.41798148056776,58.77648758455523,24.17086948769556,-0.4220282360984344,2017-01-02,B
90.10311374433219,26.36687901227324,58.425164203749574,23.751983957535458,23.748111002955188,-4.74508383590581,2017-01-03,AAA
251.06758641638183,57.87820592656745,83.70337435164018,40.887777966252244,31.100737908859813,-3.0939683297422125,2017-01-04,B
93.0706278194852,26.39855156525241,98.95502085083959,39.39927936386517,24.031264876344,-2.8198966645639967,2017-01-05,AAA
104.63978883839656,22.491065546136014,270.80106308106565,91.14234308899883,23.795129958400448,3.8129491743124277,2017-01-06,B
87.67284057178368,21.84133231010996,88.81500652204163,30.012326426624814,23.495492494467694,-3.5127001436050738,2017-01-09,BBB
260.98132004063996,72.43475635504541,237.75674853476335,78.18112387185967,32.719772374827535,2.4179379727439545,2017-01-10,AAA
83.43899679883394,21.561962910830207,198.13182949813364,54.64695214635796,23.18580511889851,0.010870380689858846,2017-01-11,BBB
-2.870448835522872,-1.9872492573482443,151.14706008286586,49.36064084053011,18.631804565401733,-1.3689522749731624,2017-01-12,BBB
42.94772241349501,13.536006801447938,145.16266485798383,52.29475919445506,21.444581696223697,-1.3022567528379645,2017-01-13,AAA
122.23324137163756,24.809416893402254,232.986030124009,83.717799878317,24.448366607790096,2.537758054712759,2017-01-16,B
28.725607548943216,12.154935091671387,263.2787567204854,90.8219090145922,20.951052764108415,3.5675294989777107,2017-01-17,AAA
48.801177961058656,20.805466572565567,132.34669998668736,51.28163709073375,22.386725966257917,-1.4694045765256474,2017-01-18,AAA
68.99364974673712,16.12752295941102,123.08395643586428,36.82832536102659,22.293942034060223,-2.5128669573219997,2017-01-19,BBB
180.25848704780182,45.02065516036965,209.122171978876,60.90721663721639,28.026984390514162,0.5136387215331364,2017-01-20,BBB
110.35451131458518,31.170042549409274,278.1754517467224,90.77719883807968,24.754734066963163,3.897788409012102,2017-01-23,AAA
82.94899529806992,16.45391926718179,281.3405788303468,94.90001447483748,22.66218110697387,4.040740865221469,2017-01-24,B
26.663518757267145,8.840317228668278,187.3426957956329,52.828567196035316,20.597461029862533,-0.30385104791083106,2017-01-25,BBB
200.6064603513763,53.275051652889104,208.42441428249776,58.43432489343798,29.294628858925606,0.40223698770538535,2017-01-26,BBB
68.01611847977628,10.653368313846189,237.01249321710418,82.67422975975457,21.810934676004397,2.666894249416865,2017-01-27,B
218.00515391244693,48.94694552560449,127.80761209426606,43.41010888785531,29.317497568723407,-2.131873253554797,2017-01-30,B
129.0586573872186,32.19669172214708,207.77612989093262,60.020314077570376,25.570483233962243,0.6406123375753492,2017-01-31,BBB
243.7887482442123,55.416890041178235,241.6631950643003,85.48528382600809,30.679930060897217,2.68896858307572,2017-02-01,B
-47.088975583598874,-6.114405616814155,292.7363993645508,101.77030692480866,17.21260442526349,4.74275651341481,2017-02-02,AAA
118.52483788588448,36.170476300549296,240.26484335345654,88.12610369259734,25.686800045240414,2.964913393714607,2017-02-03,AAA
154.20230326779057,43.03340661059491,179.4793535133927,65.61369049282683,27.249800734139356,0.3405777409940528,2017-02-06,AAA
105.73356851283901,29.137726775160836,264.1818959149738,80.30748520669697,24.601225039007886,2.894509850911133,2017-02-07,BBB
91.49653285627979,27.589733566085474,86.81184557144798,34.85908151531726,24.01372335097582,-3.460390501348215,2017-02-08,AAA
11.712622269547605,0.7241987248856114,57.084249408439184,22.971612056664533,19.488602080896015,-4.815100443935779,2017-02-09,B
152.6253291563156,34.38843813884396,175.61656310113335,61.27381379170362,26.055556580414773,-0.05369649271236747,2017-02-10,B
188.95025965634437,49.85036402866204,169.53253798001822,59.381520980429755,28.579370898301104,-0.19084224737142566,2017-02-13,AAA
125.25557585096512,30.041807862645758,203.88233330459678,54.03142055427402,25.07740132739698,0.011648645837042532,2017-02-14,BBB
124.181319238404,31.737274193994686,302.94754098977546,87.7905578187476,25.170513102719486,4.16690859379917,2017-02-15,BBB
70.78510597065605,17.542837310364305,167.67769846530857,43.17766553846759,22.56194124761944,-1.1388208002319162,2017-02-16,BBB
113.78539037474388,34.561336633767006,51.01107566908499,25.1657643818871,25.352210350505135,-4.684897560491552,2017-02-17,AAA
49.921040664372285,10.850865760741133,30.41380307360358,4.0307203604971695,21.55556945294436,-6.413340288874288,2017-02-20,BBB
95.15849780940331,28.908007807041116,294.06840123283695,98.42941540100661,24.20272016118945,4.560189323230029,2017-02-21,AAA
159.79064883848864,42.511230936089994,118.70187614243349,49.12824712924259,27.250271921431278,-1.8579828896889954,2017-02-22,AAA
80.51801458849103,23.837018763486572,119.25528313281136,47.76157305263322,23.287544856723727,-1.8431786570485564,2017-02-23,AAA
41.16468878774792,12.215789139650685,205.16244259410678,74.31902204126476,21.197880452891155,1.4560241630470603,2017-02-24,AAA
150.16377184747745,34.90827970688068,2.5812426023834316,4.83606281705576,26.470950547319923,-6.920384735779684,2017-02-27,B
148.44005907189032,42.77365699295425,247.9066123882701,83.08683351869121,27.002718309396126,3.084767615224951,2017-02-28,AAA
136.96230787271463,29.065726257743446,217.34061657828533,80.67274208378524,25.19031380628751,1.9908265643178433,2017-03-01,B
118.28434231975801,31.32453368485437,252.17744084522846,74.54183644882559,24.892592550596948,2.3767380098814876,2017-03-02,BBB
13.342954997169874,9.366446521238151,119.16613968862734,44.656240749278986,20.262520083024093,-2.0111629056072244,2017-03-03,AAA
155.17028336514238,44.34928015166412,111.56131695035438,40.03894551483916,27.355428517520732,-2.6232302027504035,2017-03-06,AAA
92.1451279143396,16.779508902052246,68.36827345397225,27.161639833100033,22.96404556683577,-4.272165078765294,2017-03-07,B
128.5957572183763,36.40712279064892,199.21744193594785,71.98789633036408,25.9077628920901,1.1572917574595472,2017-03-08,AAA
183.73320711217335,50.25471290616252,190.62663434310224,70.3849681991741,28.611192331532727,1.0047375767847633,2017-03-09,AAA
108.50872864793837,30.527996601479977,71.21692280863535,27.35565445613856,24.7348089799191,-4.420459077040352,2017-03-10,AAA
278.1004569971471,61.03709565893863,165.57714941938806,61.37981336569838,32.24392142063131,-0.2461414568611578,2017-03-13,B
106.99493626926133,22.634367915841302,162.56474339216777,60.01792248510283,24.024606789923798,-0.34163428549063246,2017-03-14,B
113.52901114833874,26.67073266392941,205.41739166502242,57.926516839688105,24.567413369369422,0.3639496095127501,2017-03-15,BBB
93.5074376797122,19.816010978911255,163.71712508519684,54.884158865704585,23.25524771985545,-0.6182883210714992,2017-03-16,B
84.3932591724555,24.14380435081257,241.2000178239882,72.27569579511167,23.51362399172294,1.8294825860567665,2017-03-17,BBB
28.383561184234452,1.7252254278104,130.17513689186444,53.443972030132755,19.962145606700812,-1.4124093704502747,2017-03-20,B
75.96062491413629,24.89452315411602,274.57523326715824,93.13197959150848,23.312063679203604,3.961206393624796,2017-03-21,AAA
197.51333938986122,45.86179878754303,97.14139200563376,35.72305779106708,28.431615453246717,-3.0575585470186906,2017-03-22,B
86.81997780040324,14.538363011321298,102.42064641513181,40.619717106145764,22.801034810494702,-2.770231511775916,2017-03-23,B
254.7976667663705,58.92968660778963,203.46708546456165,72.14800154741299,31.342109230270815,1.1655908363291507,2017-03-24,B
112.8887458034394,22.467086783600386,157.87064725385687,57.74507480726063,24.116127646352016,-0.5418923906346098,2017-03-27,B
187.0634903110182,47.58790636221373,95.59784946754601,20.746516871998555,28.37263100820802,-4.2332656843655565,2017-03-28,BBB
55.79862301818132,11.820174108548489,149.47351875183804,56.182524105760336,21.441346364336045,-0.8587760982849092,2017-03-29,B
184.53998016254292,45.639341994183056,94.0811394014529,26.703678724498694,28.13673858345855,-3.8998553365506217,2017-03-30,BBB
180.58585721709244,40.609814659952136,214.94809057986458,75.53059306349769,27.63496996989894,1.6866928006560635,2017-03-31,B
110.18814747828296,27.726270445117457,118.1631365079348,28.52988132314613,24.4989244216183,-3.1540476004661726,2017-04-03,BBB
79.58227549699494,19.832461225252043,120.56573788964329,25.94466248207707,22.963043173716105,-3.369009268453271,2017-04-04,BBB
81.24393862480595,21.95899518644904,88.86438826816504,22.366052604168235,23.071582068606073,-4.061800189597155,2017-04-05,BBB
126.88079429083358,29.56738268934004,287.69702882647323,86.93444044232064,25.4187497202237,3.8276699192242583,2017-04-06,BBB
79.98216680989148,26.146813732118545,244.84813762428814,83.22180885542242,23.575646128301507,2.67773524135285,2017-04-07,AAA
92.5548668183032,22.35261086841259,219.01946011015292,64.76718218327403,23.638596667382526,1.0091817860509045,2017-04-10,BBB
57.58236518135367,9.092136233420634,160.3853530025232,52.551807214173806,21.240708137560286,-0.7743887349501212,2017-04-11,B
58.54148287990428,20.27948225275166,38.67302203523883,21.499453355121513,22.399212762115074,-5.22112215290188,2017-04-12,AAA
179.330341697046,39.89629959693324,308.3472247825024,106.2619083315809,27.575295460370292,5.392160930314123,2017-04-13,B
36.713392821757004,16.85888092288898,136.93849142229016,51.96889596502272,21.652918002703974,-1.2624803769487962,2017-04-14,AAA
21.499986175190767,-0.3835692235441135,188.60137171985278,69.41034007133926,19.312960978053383,0.8523980528633642,2017-04-17,B
114.99671720021489,24.946927606056168,186.84204709860282,65.28707473863994,24.42809761757607,0.5104618837964445,2017-04-18,B
198.68774705727353,50.09270380376366,106.0474862320694,27.901505235239462,29.09530736264495,-3.5272737430371666,2017-04-19,BBB
109.25562238915896,30.765160089423567,206.33664441276875,67.22027092866072,24.829191856742735,1.201486975350495,2017-04-20,AAA
94.07802799311911,22.907717399387483,207.2219364516192,65.90622616544344,23.483977890226587,0.9442745692591594,2017-04-21,BBB
115.16201752061646,27.0961180870943,132.7661216342358,49.14843615386217,24.68933376806875,-1.6847598366235725,2017-04-24,B
100.34050391467842,26.831623987056762,138.4411293412004,37.75021027909803,24.369895964104902,-2.3011527466011437,2017-04-25,BBB
66.95501560631544,21.535579671869563,120.84022201157045,48.15800652412725,23.01101476459505,-1.738802567542821,2017-04-26,AAA
69.69299612205512,13.025994819975795,273.77225957074853,95.68675296174983,22.08583916890804,4.221608977636496,2017-04-27,B
153.96841922862998,35.236636152698615,139.81464279219475,39.94083918204881,26.44933602081745,-1.9825365623861728,2017-04-28,BBB
76.64494362485956,26.011881602353817,105.75537322303616,41.16263973535985,23.417425672993918,-2.583370304586676,2017-05-01,AAA
181.96644543166826,44.17145377834001,177.72019927474787,64.59578268753572,27.887055940853102,0.20369765353702196,2017-05-02,B
181.73015370863996,46.229226346630305,165.01824280079117,41.31738994876135,28.12599731641239,-1.271527789615456,2017-05-03,BBB
323.07219402706716,73.33482137075434,277.8293252707901,90.4200917042565,34.302528981458245,4.038143620825681,2017-05-04,B
270.05707632450276,73.92959302075482,204.62413688973527,72.10279163072546,33.19783586247347,1.1623920252320692,2017-05-05,AAA
77.37978341522464,24.752155395162347,324.6702377899208,108.7877150206204,23.510440301596425,5.956276356256829,2017-05-08,AAA
209.9795650948173,46.951840144473465,185.40524898615695,61.89385247459804,28.832691156920138,0.2850145670708881,2017-05-09,B
73.60072182847793,15.21556049508361,177.7256639667469,48.50517502567919,22.09426144653081,-0.6971077272735448,2017-05-10,BBB
68.08583920570825,15.307192912114056,60.90436071451859,13.394033036190518,22.173081194580785,-5.392239481056443,2017-05-11,BBB
84.2151661202864,20.164855369962574,156.8500402453042,41.17846019499183,23.11865354097561,-1.81490968050682,2017-05-12,BBB
118.52064936974652,26.1339776706828,-8.997149041687027,-6.093899372671649,24.512743054865318,-7.945145480823332,2017-05-15,BBB
60.8796947732198,17.613333867801657,55.93820188734861,13.094179750484397,22.27036630188854,-5.601853603554258,2017-05-16,BBB
155.95935101697611,45.544362696696005,150.10335262753173,53.5089054117183,27.48469555869326,-0.9176775848373933,2017-05-17,AAA
63.638410306782916,10.00088384840966,49.665828695007065,21.25236999145316,21.797316743665437,-5.184640082173375,2017-05-18,B
62.96821863010256,18.34098557178966,121.32706419947698,31.979221045348034,22.397776121699888,-2.6855231667829966,2017-05-19,BBB
149.02084207547918,40.998653964074684,150.75306069458983,57.590439749428725,26.869824915266904,-0.8903296139251167,2017-05-22,AAA
147.6510933022948,38.28300397157785,165.3786213347681,44.68387055102042,26.529750107159373,-1.1552487108494942,2017-05-23,BBB
