Factor_01,Factor_02,Factor_03,Factor_04,Factor_05,Factor_06,Factor_07,Factor_08,Factor_09,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29,Factor_30,Factor_31,Factor_32,Factor_33,Factor_34,Factor_35,Factor_36,Factor_37,Factor_38,Factor_39,Factor_40,Factor_41,Factor_42,Factor_43,Factor_44,Factor_45,Factor_46,Factor_47,Factor_48,Factor_49,Factor_50,date,stock,return,price,market_return,oracle_mean,true_beta,GovYield,CallRate,FX,Oil,VIX,HistVol20,Momentum20,AbsMomentum20,target_return_1d,target_vol20,label_end_return,label_end_vol
-0.6624496869954443,0.29306400278535283,0.13285447088411323,0.12351199670489381,-1.4357327164046814,0.8554019761090267,0.2198334995834869,0.004026782140577397,2.2004097107229947,1.21525252460482,-1.0930871189192344,-0.793023259485831,-0.7991440414418218,0.5966049762847937,0.7342870043386756,-0.42999272324198157,-0.3093967789519045,1.546891229302312,-1.7022889544288584,-0.6630796676919191,0.7393747784393598,-2.1481133940150605,-0.9120099433046069,-0.7301151211720683,-0.9074629006520506,0.36998741504949695,-0.8295364230078437,-0.1911345056793833,-0.06406237955335947,-0.8878362627954256,0.04395096422529032,1.1751137918578924,0.07417978406048469,-1.9990080363926432,-0.14348420159124872,0.5700115109258777,-0.7288456406642408,-0.29200556003157635,-0.028050391991346374,-1.1830054192852624,-0.41540561643417934,-1.30952482551192,-0.062296255160083414,0.4505752623852084,-0.7782797430120294,0.09351355620901185,0.19415918256892703,0.559589857811071,-0.526439611534197,0.37243099195904705,2018-01-02,LARGE_01,0.0,100.0,-0.002176370009804067,0.00019391205517397072,0.8,3.1071694145520783,2.1178793983992508,1227.8542438800991,86.77858277653827,19.700490250215225,,,,-0.004487893092385907,0.18433018547532168,2018-01-03,2018-01-30
-1.3186955392771718,0.5277617606097467,0.07590511153392615,-0.7375051611790959,-2.884466423509675,0.05969488990655782,-0.5779021350692805,-0.541554547719592,0.26590264463466384,0.8350407279130381,-0.09921350475405774,-1.1292377764070414,-0.7495020709191232,0.09170696929060924,-0.22137947663611507,1.929095911945279,0.9503890760218668,0.31948937760593055,-0.26669453976886354,0.7163741059157666,-0.5241445960680289,-0.4164491140794763,1.1365135872774759,-0.3980746035149283,0.5502963508784849,-0.5673136950996625,-0.30995185355878746,-0.18858017994915025,1.7310009938393989,1.5834981646522726,1.4901010177187,0.8836298900968597,-0.9496369283891732,-0.6896225067998344,0.2735093656087462,-0.7180327066733717,0.7478483694062378,1.2730237579456805,-0.7094572659499302,-1.2366751572583847,-0.33197720901152655,-0.030560352406858338,0.15419660570796298,0.5705210321802952,0.5326167371117388,0.6918490873832638,0.38420862692258123,0.41437296080448544,1.2308939806382466,-0.23625552361680194,2018-01-02,LARGE_02,0.0,100.0,-0.002176370009804067,-0.0006721012960700732,0.95,3.1071694145520783,2.1178793983992508,1227.8542438800991,86.77858277653827,19.700490250215225,,,,-0.00697619804760246,0.18917355673660743,2018-01-03,2018-01-30
0.5998107927083617,0.3980848400210481,-1.7745128476470229,0.1747811144087918,0.19898764189359544,-1.4951291468732837,0.7565409537499789,0.03551450910852812,-0.6759715069534581,-0.4535082965974654,-0.9753386400886356,-0.6849570652099338,-0.9475255693770266,0.002863327798434521,-0.5055396883312128,0.04072672934383413,1.3982428394837518,-1.1253661048059755,0.606326566152159,-0.1414431430553191,0.102533345027428,0.20947624144513807,-0.405801117169489,0.21078867013561395,-0.9619231079922168,1.0808756763855938,-0.8439074607498931,-0.2893718347621055,0.7823136382039082,0.39096177764209217,-1.1508082289971084,0.5271095730332965,-0.5101318496750015,-0.25224530051417426,1.070649905261682,0.250113821015728,-1.0611317518934489,-1.446092698789559,-0.7557641348701415,0.023183696534598442,1.0984609978000954,-0.10113617197743816,-0.5839360524828608,0.1700066187485753,-1.1004442588846,-1.1221717403400961,-0.5549198448988456,-1.2470770466646388,-0.8254043261634354,1.0018201536039617,2018-01-02,LARGE_03,0.0,100.0,-0.002176370009804067,-0.0008822466614346062,1.1,3.1071694145520783,2.1178793983992508,1227.8542438800991,86.77858277653827,19.700490250215225,,,,-0.008474270402455238,0.20684319424631908,2018-01-03,2018-01-30
-0.08494425083402156,0.20407279670861342,0.3154848666898619,0.8784781021655838,-1.0213797220186847,-0.27020653958319585,0.005177138277444453,-0.7567502973488952,0.6699806965626812,1.3563102095617077,0.07818467752969364,-1.780440616366329,0.860742279376796,1.9425633659480934,0.43782566254100946,0.4976977013487878,0.1803177687636957,-1.1407768917488943,1.1433876150460924,-0.48359993599520307,0.6873681409225925,-0.4076682997378393,2.1024201814306442,-2.432252267729423,-1.106802798456452,-1.7850083733384905,0.39461489879343914,0.9835341811542572,-1.6111707946869025,-0.42298911332471717,-1.3676789526148572,0.05818839649163673,0.1333647634542653,0.20635798964023486,1.3801081872966479,1.705972089110807,1.1405812830451387,1.1378988781524975,1.4581468605080818,1.2849665674607544,-0.5226753385212203,-1.1565630289176605,-0.08731619757257568,-0.26231413987021207,-1.7284956141190064,2.1013035681034204,-0.001117749275438316,1.4180776181258745,0.9892900894846771,1.4078418137678441,2018-01-02,LARGE_04,0.0,100.0,-0.002176370009804067,0.0015767912822842922,1.25,3.1071694145520783,2.1178793983992508,1227.8542438800991,86.77858277653827,19.700490250215225,,,,-0.014770151909258256,0.255650868088316,2018-01-03,2018-01-30
-0.6850490931491684,-1.0931792609567208,-1.1822112538169738,-0.4639205344581394,1.7025277172413287,0.6926395319486155,1.5470922999290504,-0.7190375056675284,-0.8783114090036018,0.9622520101083614,0.20660449151008495,1.2099887409572119,1.37742792806919,-0.37910841185047744,0.41403942279883765,1.2881625527481964,1.2692398673282759,-0.5650679087842114,0.27845297652622386,1.0302127151127107,-0.26654661195831825,-0.7486697431050187,0.22827528876901626,0.0038956945243779203,-0.9680870593361223,0.24272005619949658,-1.017232048491481,-0.11997643284842943,1.088012187502913,-1.090357011821777,-1.4277667336481061,-1.7847396451339528,0.3637291428031228,0.31565670663266815,0.7837578311135118,-0.9697356026925185,1.4321242961745924,-0.8779469913714464,-2.1147810201814043,-0.9249148161400008,0.22321563839227965,-0.719825770376752,0.2739949920860133,-0.1299389738024144,-0.8953116801245491,2.0966093164884625,-1.7924620455473104,-0.7385390539909974,-1.7779507415406957,1.3787535491428633,2018-01-02,LARGE_05,0.0,100.0,-0.002176370009804067,-0.001668317766942297,1.4,3.1071694145520783,2.1178793983992508,1227.8542438800991,86.77858277653827,19.700490250215225,,,,-0.015900664456878766,0.21085426030159066,2018-01-03,2018-01-30
0.5507248512171334,-0.1359831716397515,1.358413863312571,-2.015688258366387,-1.5425854336782345,1.2439478117646519,1.6036817493356201,-1.5223031405544192,-0.8008631852063974,1.3289226345993215,0.6974116922020483,0.3935789226614817,-0.6103513084871863,-0.8797150098214441,1.062507747179501,-0.2020978535600722,0.02269610707113605,0.6877436359659834,-1.2397492184940684,-0.42174380067209616,0.5663293088760794,-1.6771727344122525,-2.4789881642922684,-1.7554290987874035,-0.19907393437706555,1.0386994556297642,-1.7064662960848387,-0.6504649497070912,-1.7455816729291527,-1.1211821952967356,-0.32985113794236853,0.7724639240164608,0.18801085484692168,-1.1907920128566158,0.12431457165942086,0.9776695026405373,-1.9363360719005995,-1.613342069689332,1.3683602201166487,1.2078228698841835,-0.31627892449550704,0.7830953088475803,-0.3925457018172881,0.22361683748044653,-0.7466434266291555,-1.9840496042320444,-0.6043181480065483,0.6959233189771923,1.6219135405469083,-0.28832333306051766,2018-01-03,LARGE_01,-0.004487893092385907,99.55121069076141,-0.00995080269639495,0.001912665751717784,0.8,3.0852789008910784,2.094784468545371,1234.2132520531918,87.48962765128503,16.01120093575875,,,,0.003919504749767054,0.1836599196095949,2018-01-04,2018-01-31
-0.6686375496784802,-0.19450594195399754,-0.20748393468415374,0.4687329362283268,-2.170339959825961,1.3763992910614602,0.10203952170464256,-0.5353714163579731,1.6101412635857082,2.5160322908109602,0.6858559103716261,0.08857469731824863,-1.2290283213160365,-0.5514498971829123,-0.9906228223628363,2.1340057631958147,0.17938403319223348,-0.6866323434812465,-0.39360183711655805,0.9862208791874113,0.014539449938646531,-1.6013168390671402,0.1270734941585451,-0.30767213654674963,1.0801698517170224,0.5232068336363117,1.6389047572958224,0.509529330655413,0.4775741633539242,1.835533974245621,-0.4513491071208166,-0.9396110772018513,-0.13018996089331583,0.4165434055066085,-0.57218238965298,-1.2717132679383965,0.5707641965897514,1.3655830606067183,-0.09600336252461172,0.6258360785209451,-1.6988598136950193,1.1405772246287216,-1.7009836103951483,-0.16263807265539734,1.4404674849649075,1.4209095354140135,-0.2862055585661291,-0.1348590675527289,0.46669265021974243,1.8449544482003197,2018-01-03,LARGE_02,-0.00697619804760246,99.30238019523976,-0.00995080269639495,0.0011283092116070401,0.95,3.0852789008910784,2.094784468545371,1234.2132520531918,87.48962765128503,16.01120093575875,,,,0.002233137211661018,0.18793229287276494,2018-01-04,2018-01-31
0.9507256260010521,0.32322274228449827,-1.1433780633154258,-1.0670572065889994,-1.2048186506576006,0.5320848514450394,1.7000136943879116,-1.2334931787317915,-1.3993089105827234,-1.6006227899739818,0.90526725706185,-0.9680289171020586,-0.11636731581627846,0.04719250559702311,-1.1809903392776282,0.8515585195175186,0.1865096639547073,-1.4804182461080417,0.6410930412250384,1.9838021308605662,-2.0440586233460283,1.2558183220416317,-0.22197471840005573,-0.414493817222326,-0.4985527476772473,0.6715583015928879,0.35914480271810223,-0.23426241394728284,1.1787148531307532,-0.8009535298927095,-1.5352820530055038,-0.11113215253214656,0.4466507547434171,1.282606274640923,0.4603875204198731,0.3478523250814052,0.2180731737078055,1.1487461973896211,-0.48193214952367336,-0.8641138421709859,-0.35046883859408934,0.6860089132468263,0.9751443801433965,-0.8181567510182248,0.43550369214355306,0.8323926359125984,-0.9454233042581536,-0.27660890729120313,0.5963579063126716,1.4595238302832563,2018-01-03,LARGE_03,-0.008474270402455238,99.15257295975448,-0.00995080269639495,0.0001973091860867973,1.1,3.0852789008910784,2.094784468545371,1234.2132520531918,87.48962765128503,16.01120093575875,,,,0.0015985615857833056,0.20494464953924493,2018-01-04,2018-01-31
-0.8454472499675395,0.3473053827690754,-1.000522790287028,0.5676006550703083,1.2930077447911557,-1.5390627962725647,0.08594011875805038,1.227900198831232,-1.912496381950674,-0.4547386301847847,-1.0952212298968738,-0.8834708247036438,-0.19231084482517746,1.1341707661423235,-0.21516570077375735,0.3613941260177786,0.6345722529628025,0.3845565580845825,1.8691505226668736,-0.690282599002717,1.6694215032406912,0.998954998398768,-1.2465610320989666,-1.2218478428354693,-2.1678386315941696,0.1956975234512538,0.41889183571767546,0.1623597736031166,-1.1627332014083025,-0.5576112220978773,-0.6421341093634161,-0.5896443177127009,0.13321799191903722,0.9388879799156907,-1.2147945412122994,0.7041100213805984,-0.851141780258811,1.7533384976601356,-0.023340173353499916,0.04607600256925015,-1.2512056857602134,0.5674203189517346,0.2728511074276131,-0.7411523523511503,-1.360097850454352,0.3900579328887482,0.5933533247234956,1.0108898900308034,2.189173182676992,0.12422314864250322,2018-01-03,LARGE_04,-0.014770151909258256,98.52298480907417,-0.00995080269639495,-0.002360072045587587,1.25,3.0852789008910784,2.094784468545371,1234.2132520531918,87.48962765128503,16.01120093575875,,,,0.01318593060027912,0.25039429461542695,2018-01-04,2018-01-31
0.9206686221180629,0.30626998299945263,0.28369096555662554,0.21388358820840572,-0.817669839164901,-0.1955097022592833,-1.2333785000958724,0.4412269260117151,0.27180426896833265,1.1591437837691596,0.11327178455074505,-0.16092120459856252,0.5659065747943997,-0.055505239024906686,2.0196176210195396,1.5534680586193466,0.8246164512520793,-0.06286244881258948,1.226692335866426,1.405322671057391,1.0710333593428216,2.429917255794651,0.9276406016329156,-0.6235946179958399,-1.6574041554965926,-0.7142143866529541,-0.30595421884703994,0.7302134895685919,0.8675565495089286,0.7034833479183139,-0.3093403578795516,-0.8418669275368749,-1.235687070803718,-1.1518130300650058,0.19702959654696195,-0.9847165055003158,-0.7426538702457877,-0.23787426593087585,-1.874256655917728,-1.433052321751692,0.27673741165802423,-1.825159480803706,-0.39009672379432553,-2.8605766928532192,-0.4036792902100656,-0.5437777483433137,-2.0184918521186566,0.5055134077524569,-0.20304216098446926,1.2521394573515787,2018-01-03,LARGE_05,-0.015900664456878766,98.40993355431212,-0.00995080269639495,0.002185614511699871,1.4,3.0852789008910784,2.094784468545371,1234.2132520531918,87.48962765128503,16.01120093575875,,,,0.010533932010624117,0.2037951494989635,2018-01-04,2018-01-31
