Debt_Ratio,Current_Ratio,Operating_Margin,Interest_Coverage,ROA,Cashflow_to_Debt,company_id,asof_date,label_end,default_next_year,oracle_probability
411.07652407949456,140.4562898739371,5.074296055598777,1.3429168405514926,,7.234401167261936,COMPANY_001,2010-06-30,2011-06-30,1,0.4816043525244135
137.00264507759806,118.16733466939912,-0.9068259906916971,3.1376614963318814,1.5873108247875383,2.9187957322292597,COMPANY_002,2010-06-30,2011-06-30,0,0.1515726995259855
168.14994413196482,122.59049123896801,3.693351819765266,4.047765401126074,5.122623860969487,12.163116196788271,COMPANY_003,2010-06-30,2011-06-30,0,0.045559087108376056
252.40563247468566,135.256482610078,-0.15270437282807414,3.900604616867674,,6.263143552193305,COMPANY_004,2010-06-30,2011-06-30,0,0.14018595143812676
315.23075264836234,131.63087247181974,8.11175024704117,0.7650261427873695,3.4292503123462557,7.273940343857651,COMPANY_005,2010-06-30,2011-06-30,0,0.2972955548403218
149.8283591419555,188.7160764269898,,3.333877160176111,3.289413239178393,3.869046477931253,COMPANY_006,2010-06-30,2011-06-30,0,0.05383280207417224
191.63348530345047,164.2548358930872,10.16312432336434,4.3958697404235645,4.471066012489729,9.030215049272217,COMPANY_007,2010-06-30,2011-06-30,1,0.024025971537635086
288.9138642026751,107.30023159212601,,1.0320998254474447,1.2193727480271048,5.501120721746261,COMPANY_008,2010-06-30,2011-06-30,0,0.5031065900599913
129.83072413793664,204.02998406150104,12.678065613834494,4.57829689607868,5.862747262250899,15.397402477868843,COMPANY_009,2010-06-30,2011-06-30,0,0.0074196006509302135
169.8658241812183,158.33701539379567,9.114523950231645,1.7555207710586096,2.342015944189905,11.95225594040464,COMPANY_010,2010-06-30,2011-06-30,0,0.04577606237793502
127.21524068228881,150.65489941786404,14.045566863554576,4.077135418376874,3.484904556407894,15.353941749785562,COMPANY_011,2010-06-30,2011-06-30,0,0.012794589946306573
192.7057551439744,165.8033138851589,1.7524182162352124,1.9824569523214775,2.2304832945364734,17.185458432856855,COMPANY_012,2010-06-30,2011-06-30,0,0.07648041806249414
166.6932348332751,163.34145426831623,0.47566694896041106,2.3015028883648383,1.4371437758486583,12.635103717047075,COMPANY_013,2010-06-30,2011-06-30,0,0.09682820988166786
145.13622225560061,174.8287476886124,10.421745534247272,1.9501245726454879,4.1238855618799075,13.787066181707914,COMPANY_014,2010-06-30,2011-06-30,0,0.02441181097642466
119.6040621397337,214.40152242604213,8.313211656787105,6.3192793394730815,3.8960021829714098,24.243807187998392,COMPANY_015,2010-06-30,2011-06-30,0,0.006732477166724551
224.6015911831228,93.79193610446069,-0.5337516571981777,1.7881341105335125,2.235612861510884,7.106331168675043,COMPANY_016,2010-06-30,2011-06-30,0,0.22005240376404828
60.5082499618706,187.8721956681301,15.361221280798201,6.109816832617712,5.203107114213532,21.100493878360155,COMPANY_017,2010-06-30,2011-06-30,0,0.003111661491743838
134.31701164154376,93.47041371373328,5.625396638171985,1.6328924382948382,0.2157658468930166,11.652401252770439,COMPANY_018,2010-06-30,2011-06-30,0,0.10414422753346933
222.54046281157022,178.45267599431463,0.8369467813032232,2.579740085009016,3.3805907820896257,11.061860784984152,COMPANY_019,2010-06-30,2011-06-30,0,0.08653094349900699
146.44975340328574,169.67336629255618,3.197243414174457,3.595853958657409,2.960891043172506,9.988865442278513,COMPANY_020,2010-06-30,2011-06-30,0,0.05049431408518946
171.98665385075842,144.96624391268938,5.945537778683419,1.5658499461593574,3.3643368083316587,13.017620605633649,COMPANY_021,2010-06-30,2011-06-30,0,0.05937435371760051
128.36096215367442,171.90772754675234,7.26097678855138,3.406212435903442,0.42849069901275927,3.8358324092674962,COMPANY_022,2010-06-30,2011-06-30,0,0.05509264753725125
77.04536143044835,175.59369451167967,10.939466990787137,5.997566710428895,5.157956596928458,15.205544320669915,COMPANY_023,2010-06-30,2011-06-30,0,0.007202732649408507
57.20168041575695,342.9741586171105,16.380855745668264,7.546657026521991,5.648183397295162,17.441765525309563,COMPANY_024,2010-06-30,2011-06-30,0,0.0009285339037239857
255.38484024833602,91.4105460433839,1.60107965581237,2.618750951147916,-0.22638086583530503,5.694309882120399,COMPANY_025,2010-06-30,2011-06-30,0,0.24250148490375034
310.91675864823594,95.28646365751595,-2.184392209935403,0.9521959414885772,1.0716406942582366,4.503272321968054,COMPANY_026,2010-06-30,2011-06-30,0,0.6748632968007858
86.89580833136267,209.92733159833563,10.86796761681023,6.4071325681911055,6.168712519973362,16.564221418791604,COMPANY_027,2010-06-30,2011-06-30,0,0.004797383245091176
147.8388767566819,269.24050637186394,11.673274401769067,4.040039629441294,5.342095040294594,11.43894248200462,COMPANY_028,2010-06-30,2011-06-30,0,0.008185017683780832
172.6741991052532,138.78246501927563,5.3757504544200945,2.768992585622965,-0.15582079722228892,9.02305904633295,COMPANY_029,2010-06-30,2011-06-30,0,0.09110510911346219
122.10635037430384,177.95725028274748,6.20626720500038,4.039862488191497,2.2989006545586372,12.297724898411925,COMPANY_030,2010-06-30,2011-06-30,0,0.03003498476387053
126.9560715887997,150.171742255062,11.03743298632741,1.0177819287250585,2.1531337438264258,9.057200984621886,COMPANY_031,2010-06-30,2011-06-30,0,0.04390562001237078
281.30357278744145,109.82931772710357,3.386971689626266,3.062191048915723,3.622166434603712,7.310219781952883,COMPANY_032,2010-06-30,2011-06-30,0,0.12667069421366417
121.84171199108317,113.43204839211457,7.312434338610117,2.4001138661152424,6.956096600717926,9.124005256735783,COMPANY_033,2010-06-30,2011-06-30,0,0.03435060557614596
135.39651384258755,143.06829597356656,12.466310710769655,1.1433770261734302,2.7995320043323906,,COMPANY_034,2010-06-30,2011-06-30,0,0.034601500566563026
259.5870662218079,173.07908029545027,0.13422555649182755,1.3257511741795116,1.281456462742072,0.5332218634759984,COMPANY_035,2010-06-30,2011-06-30,0,0.4732037900340202
289.92579768087415,119.05204909742697,4.618497674618508,3.762491828125472,2.637614316685082,3.256259532156727,COMPANY_036,2010-06-30,2011-06-30,0,0.12780899720736993
189.29454852785736,229.2328663932447,4.789096327811047,1.656415248424723,1.2245131944113274,3.189651617442668,COMPANY_037,2010-06-30,2011-06-30,0,0.07945236930954586
148.05641690877297,186.40540762422563,8.34845156728012,3.9007285768370012,4.684498503461364,11.439941640628007,COMPANY_038,2010-06-30,2011-06-30,0,0.020574362279911638
70.93925481280193,215.13320376416914,6.27140581751462,6.00233556770484,6.348706849367165,24.459915104112966,COMPANY_039,2010-06-30,2011-06-30,1,0.0052994188048848
109.23533937897281,199.7140717489227,6.918444694489375,0.8920707756117481,6.301122380046838,16.53955927293174,COMPANY_040,2010-06-30,2011-06-30,0,0.021636970703385622
257.27931395708964,143.02649009066886,5.433690961963087,2.696626250240543,1.707880494544489,7.849671047019599,COMPANY_041,2010-06-30,2011-06-30,0,0.10370344426406573
243.46364463454935,203.78748908558342,4.965884901576029,6.148147324284741,2.978113923836747,11.837559483503629,COMPANY_042,2010-06-30,2011-06-30,0,0.03038348585571654
113.78744113851627,260.9901805736183,18.187459218730105,3.7892642215577963,8.29806192970745,17.328362272198877,COMPANY_043,2010-06-30,2011-06-30,0,0.002281798960588603
43.5011337586948,268.37775563574786,15.501659149260194,8.743604666491677,8.291884655622928,22.185843168107777,COMPANY_044,2010-06-30,2011-06-30,0,0.0007292702543554675
138.38869583059181,137.50053357516447,2.1784444724972616,1.1664453327558664,1.1249375248072622,5.949344519197723,COMPANY_045,2010-06-30,2011-06-30,0,0.13561253522076588
217.08500123615318,185.43081684539385,5.806007920951128,4.610972663291785,3.0800144962743787,5.61448905036494,COMPANY_046,2010-06-30,2011-06-30,0,0.04613272059234948
145.12167428679766,125.49512181127979,9.675258751404805,3.1742524018151035,4.861678226387247,5.241468085368841,COMPANY_047,2010-06-30,2011-06-30,0,0.036109021724092055
136.9628279189599,229.13882655562506,8.99705007291041,4.626471419720077,4.6816370637793,9.758506887479918,COMPANY_048,2010-06-30,2011-06-30,0,0.013498473955722562
176.44542855872496,169.9672830010625,4.72859249995919,5.338570498291411,2.1194230567451604,10.701528382327691,COMPANY_049,2010-06-30,2011-06-30,0,0.038783087906787465
107.25640363816524,124.4099478471322,7.650694822454184,4.420702180647949,1.4611819708314706,10.85831051942069,COMPANY_050,2010-06-30,2011-06-30,0,0.0366888275833968
