date,Open,High,Low,Close,Volume,Volatility,target_return,target_price
2015-01-02,99.59695818379336,100.02554815120983,99.45886825971928,100.0,1013550.1309278581,,-0.033140293459439696,96.68597065405604
2015-01-05,100.20111422055622,100.36530361641648,98.48520199953822,98.49015421834831,1831892.0140273469,,-0.013044038951913528,97.2054448103442
2015-01-06,98.44427209524883,98.58787868579604,97.5209634962889,97.5681252611094,1255526.4953502242,,-0.001877117426515973,97.38497843290928
2015-01-07,97.40858691734883,97.59789701096688,96.66223240905379,97.45642269281973,1254928.8635807417,,0.0018648831493750517,97.63816753329795
2015-01-08,97.37906359030757,97.50583116000323,95.94324247047852,96.42323476006814,1350606.572309029,,0.011607467478891964,97.54246432175519
2015-01-09,96.42486907639389,97.10926103667522,96.37702027395757,96.68597065405604,951690.2184280222,,0.01123229102913692,97.77197561487698
2015-01-12,96.55612873819454,97.48763866179497,96.3637943451164,97.2054448103442,714958.0541070021,,-0.009601129266196606,96.27216276934195
2015-01-13,97.44263708205361,97.69475940738445,97.07170856218879,97.38497843290928,1012317.8588753144,,-0.016493903818111555,95.778719965308
2015-01-14,97.418892216267,97.8767689597962,97.00774742459774,97.63816753329795,1224962.1658211716,,-0.027587799052254502,94.94454538755896
2015-01-15,97.35924814133098,97.66485231462215,97.30276772518857,97.54246432175519,1214938.4448123542,,-0.009604539728930273,96.60561384791913
2015-01-16,97.64753108732168,97.86870464169614,97.55363099127077,97.77197561487698,1066355.5552854678,,-0.01270506238656921,96.52977656503184
2015-01-19,97.72788320415626,97.88260962339147,96.15053122127962,96.27216276934195,1064806.8708734815,,0.01662353898795854,97.8725468205932
2015-01-20,96.40913671815873,96.78344149557608,95.6499292423841,95.778719965308,1362487.078531647,,0.018570880974908555,97.55741517371284
2015-01-21,95.41181607922974,95.49236548164234,94.4720686715721,94.94454538755896,1285343.0594457358,,0.029503735938962716,97.74576418351836
2015-01-22,95.0239930439481,96.98575847960718,94.34596351910659,96.60561384791913,1101851.7806235335,,0.017742135698626926,98.31960375805807
2015-01-23,96.21945019916608,96.6666729738316,96.03820844711669,96.52977656503184,947979.1061999578,,0.020839353206731026,98.54139467383737
2015-01-26,96.85194440822275,98.05769690925185,96.66204957316134,97.8725468205932,1361947.6896796823,,0.006436405660755762,98.50249423498185
2015-01-27,97.75412447665803,97.85544950281486,96.98449114218536,97.55741517371284,997584.6800795345,,0.024891741360374864,99.98578912000362
2015-01-28,97.74821398514169,97.91710716142441,97.71426904131597,97.74576418351836,1182671.3283672333,,0.01651468674986467,99.3600048601353
2015-01-29,97.57526015816154,98.68461532746234,97.4490267334759,98.31960375805807,1325332.4494062553,0.13406984138736114,0.0059467118758698145,98.90428211335691
2015-01-30,98.58724566898042,98.74943863573829,98.080987533219,98.54139467383737,941994.3417802833,0.1344897567021085,-0.0034842513738160275,98.19805168406731
2015-02-02,98.49686573204741,98.9089219300486,98.16051442015323,98.50249423498185,1346830.846310315,0.12327131602132785,-0.022229142571584593,96.31286824697575
