amount_log_z,velocity_z,distance_z,device_risk_z,transaction_at,label_available_at,fraud
-0.2037407223881694,-0.7344710985474203,0.38725975594300555,0.3078796263658112,2025-01-01 00:00:00,2025-01-08 00:00:00,0
-0.09298412757635025,-0.2216879397006701,-1.284916570539673,-0.48617566714143334,2025-01-01 00:01:00,2025-01-08 00:01:00,0
1.2064496713466424,-0.19055825686602823,-1.4396973168381253,1.3344428069513163,2025-01-01 00:02:00,2025-01-08 00:02:00,0
0.5302654084829203,2.1080870286253033,0.06251216939171997,-0.46138457905169217,2025-01-01 00:03:00,2025-01-08 00:03:00,0
-1.4476446987755465,1.3238383700638794,2.5695115129905117,-0.820934937223875,2025-01-01 00:04:00,2025-01-08 00:04:00,0
-0.6470876402241984,0.5961887986723416,-0.8303454354133867,-0.27055836699218927,2025-01-01 00:05:00,2025-01-08 00:05:00,0
-0.34983769944206944,0.19195888729205715,1.09481844340068,0.022067589713919693,2025-01-01 00:06:00,2025-01-08 00:06:00,0
0.9189100957801388,-0.41988889600049356,0.3277985357234032,-2.138225589513189,2025-01-01 00:07:00,2025-01-08 00:07:00,0
-1.4499480667813884,0.7959134126817742,-0.590149399040946,0.5799149234726574,2025-01-01 00:08:00,2025-01-08 00:08:00,0
0.5423442548146441,1.3222788582368146,0.8118590596762011,1.0169913501666112,2025-01-01 00:09:00,2025-01-08 00:09:00,0
-0.11167133066420938,-0.6982851765628781,-0.731558777725664,-0.4880439402887327,2025-01-01 00:10:00,2025-01-08 00:10:00,0
-1.1298291140131056,-0.5474435821203582,-0.09256905150847415,0.2516119571058145,2025-01-01 00:11:00,2025-01-08 00:11:00,0
-0.33889079006978534,-1.923682866353282,-0.07228295450292373,0.22534578702721786,2025-01-01 00:12:00,2025-01-08 00:12:00,0
1.084475594643844,0.5778638956158266,-0.6435606861455095,-0.7237765601247179,2025-01-01 00:13:00,2025-01-08 00:13:00,0
2.0105975223757233,0.756637954017235,1.831439822737841,2.129444531219653,2025-01-01 00:14:00,2025-01-08 00:14:00,0
-0.818083666605393,0.38526930227745887,0.4581670048370468,0.5596122240618859,2025-01-01 00:15:00,2025-01-08 00:15:00,0
0.5419022252820672,0.20205463691158088,0.17412924424976314,-1.5024999410944402,2025-01-01 00:16:00,2025-01-08 00:16:00,0
-0.1654011831842485,-0.7476197010175331,0.12608730560642875,-0.46754626006357575,2025-01-01 00:17:00,2025-01-08 00:17:00,0
0.6185207511629426,0.8190757096799433,0.30869236500853114,0.31616814431588613,2025-01-01 00:18:00,2025-01-08 00:18:00,0
0.09294668494996648,-0.4477978929622047,-0.16450126423277087,-0.49564606330714495,2025-01-01 00:19:00,2025-01-08 00:19:00,0
0.3879871341457924,0.014113411841972533,0.5812911986088503,-1.3286483115981003,2025-01-01 00:20:00,2025-01-08 00:20:00,0
0.8877789284048715,-0.7626962368507467,-0.7342821862702664,-0.19744298486173803,2025-01-01 00:21:00,2025-01-08 00:21:00,0
-0.5633845877352657,0.2911251954982905,-0.5741647764650408,-1.0694775505189256,2025-01-01 00:22:00,2025-01-08 00:22:00,0
-0.8458028083790133,1.3119833252675124,0.044258328637274344,-1.1675302849446099,2025-01-01 00:23:00,2025-01-08 00:23:00,0
0.008377403177420764,-1.555946414705409,1.7895665579723081,-1.5244781602909778,2025-01-01 00:24:00,2025-01-08 00:24:00,0
0.4787527046455685,0.5436256643142272,-1.4500077538405294,0.30027651841828845,2025-01-01 00:25:00,2025-01-08 00:25:00,0
0.9971720401657596,0.46757528576185525,0.261016274083352,0.9490966814610048,2025-01-01 00:26:00,2025-01-08 00:26:00,0
0.16090454888866232,0.3364252880770561,-0.12671154648393168,0.6318057260154758,2025-01-01 00:27:00,2025-01-08 00:27:00,0
-0.9413841472373661,0.7917632588742233,-0.5053015337885142,-1.090653373060846,2025-01-01 00:28:00,2025-01-08 00:28:00,0
0.3652489557719693,1.6929555515236436,0.9616782115907366,-0.5156498276026669,2025-01-01 00:29:00,2025-01-08 00:29:00,0
0.698059671998619,-0.454209119721369,-0.12401945613631439,0.08952849321707658,2025-01-01 00:30:00,2025-01-08 00:30:00,0
-2.317218216900625,0.19161476616248335,-1.029609188818006,-0.6973986134552436,2025-01-01 00:31:00,2025-01-08 00:31:00,0
-1.4743904107207184,-1.5165582181462036,-0.9432644007214415,0.8255972952985817,2025-01-01 00:32:00,2025-01-08 00:32:00,0
1.6660413474635754,-0.025205103519519486,1.091790933563312,-0.26398064687868195,2025-01-01 00:33:00,2025-01-08 00:33:00,0
-1.9119728247927603,0.14991661602143025,0.4456482631425715,-0.42861655475758254,2025-01-01 00:34:00,2025-01-08 00:34:00,0
0.30222423421292294,0.5725562476093207,-0.8634075676336961,-1.4768340975643026,2025-01-01 00:35:00,2025-01-08 00:35:00,0
-0.22125416534201214,-0.21106054027038276,-0.35266321385541605,0.9872467528013661,2025-01-01 00:36:00,2025-01-08 00:36:00,0
1.7255887894094382,-0.4166470179838092,0.6988867031627518,0.9409311129269357,2025-01-01 00:37:00,2025-01-08 00:37:00,0
0.7131564204233815,1.0474862871297028,-0.38924397003268574,0.7398063595133139,2025-01-01 00:38:00,2025-01-08 00:38:00,0
2.024481935859489,0.8036655593800595,-0.6198936689169603,0.6077124939345443,2025-01-01 00:39:00,2025-01-08 00:39:00,0
1.2623802917054945,0.3689862863896283,-0.5634006961428569,1.5430805830215768,2025-01-01 00:40:00,2025-01-08 00:40:00,0
-1.2497670465629258,0.5034250466559266,-0.016175574467128036,-1.1936657251775022,2025-01-01 00:41:00,2025-01-08 00:41:00,0
1.2194496835829487,0.3478875937013457,-1.166798177099069,0.6017283565618432,2025-01-01 00:42:00,2025-01-08 00:42:00,0
-0.43160042891134,-1.9027885021671262,-0.6889051253999523,0.2635514475016157,2025-01-01 00:43:00,2025-01-08 00:43:00,0
0.6357028862761235,0.16556490512827252,0.04516501126799043,0.46999000714326233,2025-01-01 00:44:00,2025-01-08 00:44:00,0
-0.210976101965214,1.176954603942294,0.14864164821343293,0.29392155247372515,2025-01-01 00:45:00,2025-01-08 00:45:00,0
0.540798991545746,-1.0571688403044779,-0.7092268763497593,1.5285791140398155,2025-01-01 00:46:00,2025-01-08 00:46:00,0
0.33530869036097966,-0.2826160786151785,0.3414835288114959,-0.48162223506155016,2025-01-01 00:47:00,2025-01-08 00:47:00,0
0.27856628863229466,-0.6658710549900579,0.27601881733916134,-1.5777025523190094,2025-01-01 00:48:00,2025-01-08 00:48:00,0
1.330919793665682,-0.5129578726969883,-1.5812411969951867,-0.2238416945870532,2025-01-01 00:49:00,2025-01-08 00:49:00,0
-0.3709961947182103,0.15239841860045156,-1.145250608848122,0.3974655997902583,2025-01-01 00:50:00,2025-01-08 00:50:00,0
3.623567688368005,-1.2786677207432902,0.3377155756992855,-0.31071885365042484,2025-01-01 00:51:00,2025-01-08 00:51:00,0
0.19260829481441374,-1.811809037837263,-1.1510093879783454,0.4596595352026752,2025-01-01 00:52:00,2025-01-08 00:52:00,0
